"group","subj","sex","age","year","month","sample_number","date","time","Cr","SG","month.name","mum","bday","weaning","mid","neo_value","CV","neo_plate_number","neo_dilution","neo_date_assayed","neo_note","SG_corr_fac","neo_sg"
"tws","boyd","F",3.94524298425736,2016,3,611,2016-03-25,2022-02-22 15:00:00,0.22,16,"mar","buai",2012-04-04,2.740588638,2016-03-15,8.274,12.2,17,40,2018-05-15,"",1.67508143322476,554.384951140065
"tws","sevi","F",2.93497604380561,2016,3,612,2016-03-25,2022-02-22 14:28:00,0.28,20,"mar","sava",2013-04-08,1.735797399,2016-03-15,10.494,2.6,17,40,2018-05-15,"",1.3400651465798,562.505745928339
"tws","bike","M",6.97056810403833,2016,3,613,2016-03-25,2022-02-22 11:00:00,0.16,6,"mar","bif",2009-03-26,2.264202601,2016-03-15,12.479,20.3,17,10,2018-05-15,"",4.46688382193268,557.422432138979
"tws","brav","M",2.9678302532512,2016,3,614,2016-03-25,2022-02-22 15:56:00,0.64,30,"mar","bow",2013-03-27,3.370294319,2016-03-15,17.069,8.3,17,40,2018-05-15,"",0.893376764386536,609.961919652552
"tws","atom","F",7.06091718001369,2016,3,615,2016-03-29,2022-02-22 10:50:00,0.3,17,"mar","arte",2009-02-21,2.795345654,2016-03-15,9.659,8.4,17,40,2018-05-15,"",1.57654723127036,609.114788273616
"tws","dubl","M",7.0280629705681,2016,3,616,2016-03-29,2022-02-22 09:50:00,0.26,NA,"mar","dixi",2009-03-05,2.321697467,2016-03-15,NA,NA,NA,NA,NA,NA,NA,NA
"gn","dais","F",6.06160164271047,2016,3,617,2016-03-28,2022-02-22 16:00:00,0.7,25,"mar","daff",2010-02-21,1.98220397,2016-03-15,25.898,16.1,6,80,2018-01-26,"",1.07205211726384,2221.12045863192
"gn","stre","F",7.03080082135524,2016,3,618,2016-03-28,2022-02-22 16:45:00,0.58,28,"mar","sput",2009-03-04,3.06091718,2016-03-15,21.233,11.8,4,40,2018-01-25,"",0.957189390414146,812.960093066543
"gn","dean","M",5.18001368925394,2016,3,619,2016-03-28,2022-02-22 16:30:00,0.86,25,"mar","desd",2011-01-09,2.302532512,2016-03-15,18.445,5.3,4,40,2018-01-25,"",1.07205211726384,790.960052117264
"tws","fris","M",7.04722792607803,2016,3,620,2016-03-29,2022-02-22 10:10:00,0.26,20,"mar","flet",2009-02-26,1.418206708,2016-03-15,20.437,11.7,17,40,2018-05-15,"",1.3400651465798,1095.47645602606
