,group,subj,date,time,sample_number,Cr,SG,Cr.plate.number,Cr.date,cp_dilution,cp_run,cp_assay_date,pg.ml_ucp,cp_batch,stdcr_CP,stdsg_CP,cp_note,month,year,sex,age,month.name,mum,bday,weaning,mid,neo_value,CV,neo_plate_number,neo_dilution,neo_date_assayed,neo_note,SG_corr_fac,neo_sg,month_name,pl,gmd,gm,r,n_agg_g,n_agg_r,n_obs
216,gn,dann,2015-10-16,2021-12-30 11:40:00,181,0.28,23.0,4.0,2016-11-01,10.0,4.0,11/18/16,4184.28,5.0,10167.8976,4873.525133,,10,2015,M,2.69952087611225,oct,daff,2013-02-01,1.552361396,2015-10-15,2.869,3.8,1.0,40.0,2018-01-11,,1.16527404050418,133.726848888259,oct,0.0155763239875389,0.0155763239875389,0.0186915887850467,0.370716510903427,0,6,321
217,twn,king,2015-10-19,2021-12-30 12:10:00,182,0.48,31.0,4.0,2016-11-01,10.0,4.0,11/18/16,3703.04,5.0,5249.109377,3199.97818,,10,2015,M,3.95071868583162,oct,kipp,2011-11-02,2.045174538,2015-10-15,9.586,6.0,10.0,40.0,2018-04-27,,0.864558159083745,331.506180519071,oct,0.25625,0.0,0.0125,0.296875,0,1,320
218,tws,fris,2015-10-20,2021-12-30 11:12:00,185,1.52,27.0,4.0,2016-11-01,10.0,4.0,11/18/16,4473.62,5.0,2002.552727,4438.596176,,10,2015,M,6.63107460643395,oct,flet,2009-02-26,1.418206708,2015-10-15,10.311,3.6,10.0,40.0,2018-04-27,,0.992640849318374,409.40479189287,oct,0.0,0.0,0.0,0.4375,1,1,320
219,gn,stre,2015-10-22,2021-12-30 11:14:00,191,0.44,25.0,4.0,2016-11-01,10.0,4.0,11/18/16,2412.85,5.0,3731.179167,2585.476667,,10,2015,F,6.61464750171116,oct,sput,2009-03-04,3.06091718,2015-10-15,8.696,0.6,1.0,40.0,2018-01-11,,1.07205211726384,372.902608469055,oct,0.0,0.01875,0.0,0.30625,0,0,320
220,tws,fris,2015-10-22,2021-12-30 12:10:00,192,0.62,36.0,4.0,2016-11-01,10.0,4.0,11/18/16,37412.3,5.0,41057.3746,27839.55025,,10,2015,M,6.63107460643395,oct,flet,2009-02-26,1.418206708,2015-10-15,19.634,12.6,10.0,40.0,2018-04-27,,0.74448063698878,584.685313065508,oct,0.0,0.0,0.0,0.4375,1,1,320
221,gn,stel,2015-10-26,2021-12-30 12:26:00,199,0.84,24.0,4.0,2016-11-01,10.0,4.0,11/18/16,3081.49,5.0,2496.03076,3439.535755,,10,2015,F,2.4394250513347,oct,sput,2013-05-07,2.223134839,2015-10-15,20.124,12.9,1.0,40.0,2018-01-11,,1.11672095548317,898.915700325733,oct,0.0094043887147335,0.0282131661442006,0.0376175548589342,0.313479623824451,0,0,319
222,twn,petr,2015-10-28,2021-12-30 11:03:00,206,0.72,36.0,5.0,2016-11-01,10.0,4.0,11/18/16,5869.41,5.0,5546.645471,4367.593936,,10,2015,F,5.53319644079398,oct,park,2010-04-03,2.565366188,2015-10-15,15.496,4.5,10.0,40.0,2018-04-27,,0.74448063698878,461.458878031126,oct,0.0,0.0266666666666667,0.0766666666666667,0.2,0,0,300
223,gn,stre,2015-10-29,2021-12-30 12:40:00,214,0.56,25.0,5.0,2016-11-01,10.0,4.0,11/18/16,2564.33,5.0,3115.690733,2747.79426,,10,2015,F,6.61464750171116,oct,sput,2009-03-04,3.06091718,2015-10-15,,,,,,,1.07205211726384,,oct,0.0,0.01875,0.0,0.30625,0,0,320
224,twn,keny,2015-11-03,2021-12-30 12:36:00,219,0.68,30.0,5.0,2016-11-01,10.0,4.0,11/18/16,1540.39,5.0,1541.310845,1375.497304,,11,2015,M,5.76865160848734,nov,kayl,2010-02-07,2.453114305,2015-11-15,15.158,4.2,10.0,40.0,2018-04-27,,0.893376764386536,541.672199782845,nov,0.0,0.01,0.01,0.386666666666667,0,5,300
225,tws,burn,2015-11-09,2021-12-30 12:26:00,225,1.42,36.0,5.0,2016-11-01,10.0,4.0,11/18/16,7739.13,5.0,3708.277738,5758.905454,,11,2015,F,6.71047227926078,nov,blaz,2009-02-28,2.247775496,2015-11-15,21.403,0.3,10.0,40.0,2018-04-27,,0.74448063698878,637.364762938835,nov,0.0,0.0,0.0166666666666667,0.336666666666667,0,4,300
226,tws,bong,2015-11-11,2021-12-30 12:00:00,227,0.66,22.0,5.0,2016-11-01,10.0,4.0,11/18/16,3289.82,5.0,3391.537765,4005.896859,,11,2015,M,2.53251197809719,nov,bonn,2013-05-04,1.971252567,2015-11-15,50.027,0.5,10.0,40.0,2018-04-27,,1.21824104234528,2437.79778501629,nov,0.0033333333333333,0.0466666666666667,0.0,0.403333333333333,2,1,300
227,tws,atom,2015-11-12,2021-12-30 10:55:00,228,0.92,26.0,5.0,2016-11-01,10.0,4.0,11/18/16,1765.18,5.0,1305.47821,1818.720482,,11,2015,F,6.72963723477071,nov,arte,2009-02-21,2.795345654,2015-11-15,13.774,15.3,10.0,40.0,2018-04-27,,1.03081934352293,567.940225507391,nov,0.0,0.0132890365448505,0.0631229235880399,0.332225913621262,6,2,301
228,twn,safi,2015-11-12,2021-12-30 11:56:00,229,0.78,28.0,5.0,2016-11-01,10.0,4.0,11/18/16,7112.57,5.0,6204.408832,6804.854283,,11,2015,F,2.71868583162218,nov,saph,2013-02-25,1.741273101,2015-11-15,8.58,2.0,10.0,40.0,2018-04-27,,0.957189390414146,328.507398790135,nov,0.0,0.0142857142857143,0.0428571428571429,0.317857142857143,0,1,280
229,gn,spad,2015-11-18,2021-12-30 12:00:00,232,0.72,26.0,5.0,2016-11-01,10.0,4.0,11/18/16,14339.9,5.0,13551.33504,14774.85006,,11,2015,F,5.82340862422998,nov,spik,2010-01-18,2.258726899,2015-11-15,12.198,1.8,2.0,40.0,2018-01-16,,1.03081934352293,502.957374091706,nov,0.0,0.0333333333333333,0.0466666666666667,0.36,0,0,300
230,twn,kabu,2015-11-18,2021-12-30 14:10:00,235,0.86,26.0,5.0,2016-11-01,10.0,4.0,11/18/16,6930.36,5.0,5483.095372,7140.567917,,11,2015,F,2.57631759069131,nov,kayl,2013-04-18,1.604380561,2015-11-15,9.155,16.0,11.0,40.0,2018-04-27,,1.03081934352293,377.486043598096,nov,0.0,0.0167224080267559,0.0,0.317725752508361,0,6,299
231,twn,petr,2015-11-18,2021-12-30 14:17:00,236,0.8,31.0,5.0,2016-11-01,10.0,4.0,11/18/16,6938.64,5.0,5901.369732,5996.018568,,11,2015,F,5.61806981519507,nov,park,2010-04-03,2.565366188,2015-11-15,13.051,0.1,11.0,40.0,2018-04-27,,0.864558159083745,451.333941368078,nov,0.0,0.0566666666666667,0.116666666666667,0.263333333333333,0,0,300
232,gn,ting,2015-11-18,2021-12-30 16:40:00,237,1.04,33.0,5.0,2016-11-01,10.0,4.0,11/18/16,10388.4,5.0,6796.475891,8433.056911,,11,2015,M,4.82409308692676,nov,tang,2011-01-18,2.704996578,2015-11-15,20.436,0.3,2.0,40.0,2018-01-16,,0.812160694896851,663.892638436482,nov,0.0132890365448505,0.0332225913621262,0.0,0.435215946843854,0,1,301
233,tws,blas,2015-11-23,2021-12-30 12:30:00,242,1.62,36.0,5.0,2016-11-01,10.0,4.0,11/18/16,5508.05,5.0,2313.403114,4098.695743,,11,2015,M,3.78370978781656,nov,blaz,2012-02-02,1.817932923,2015-11-15,17.655,11.1,11.0,40.0,2018-04-27,,0.74448063698878,525.752225841477,nov,0.0433333333333333,0.0233333333333333,0.0,0.396666666666667,0,3,300
234,tws,peke,2015-11-23,2021-12-30 12:03:00,243,1.48,26.0,5.0,2016-11-01,10.0,4.0,11/18/16,7072.12,5.0,3251.294896,7286.627705,,11,2015,M,4.87611225188227,nov,pans,2010-12-30,2.814510609,2015-11-15,11.659,1.4,11.0,40.0,2018-04-27,,1.03081934352293,480.732909045352,nov,0.0,0.04,0.0133333333333333,0.363333333333333,0,1,300
235,tws,fris,2015-11-23,2021-12-30 10:00:00,245,1.52,26.0,5.0,2016-11-01,10.0,4.0,11/18/16,11384.4,5.0,5096.065661,11729.70544,,11,2015,M,6.71594798083504,nov,flet,2009-02-26,1.418206708,2015-11-15,22.065,0.8,11.0,40.0,2018-04-27,,1.03081934352293,909.801152593335,nov,0.0166666666666667,0.0133333333333333,0.0233333333333333,0.43,4,9,300
236,tws,brav,2015-11-23,2021-12-30 15:15:00,246,1.16,25.0,5.0,2016-11-01,10.0,4.0,11/18/16,17257.3,5.0,10122.39583,18491.96862,,11,2015,M,2.63655030800821,nov,bow,2013-03-27,3.370294319,2015-11-15,18.228,8.6,11.0,40.0,2018-04-27,,1.07205211726384,781.654639739414,nov,0.0166666666666667,0.0066666666666666,0.0,0.33,0,1,300
237,tws,tatu,2015-11-23,2021-12-30 14:30:00,247,0.94,30.0,5.0,2016-11-01,10.0,4.0,11/18/16,5896.81,5.0,4268.327529,5265.579661,,11,2015,M,6.70773442847365,nov,twin,2009-03-01,2.945927447,2015-11-15,23.785,1.6,11.0,40.0,2018-04-27,,0.893376764386536,849.958653637351,nov,0.0,0.0233333333333333,0.01,0.363333333333333,1,0,300
238,tws,boyd,2015-11-23,2021-12-30 15:35:00,248,0.58,24.0,5.0,2016-11-01,10.0,4.0,11/18/16,3298.44,5.0,3869.448326,3681.693699,,11,2015,F,3.61396303901437,nov,buai,2012-04-04,2.740588638,2015-11-15,11.115,15.1,11.0,40.0,2018-04-27,,1.11672095548317,496.494136807818,nov,0.0,0.0033333333333333,0.0333333333333333,0.403333333333333,2,2,300
239,twn,keny,2015-11-25,2021-12-30 14:45:00,256,0.86,23.0,5.0,2016-11-01,10.0,4.0,11/18/16,2680.48,5.0,2120.716309,3122.015412,,11,2015,M,5.76865160848734,nov,kayl,2010-02-07,2.453114305,2015-11-15,4.169,1.1,11.0,40.0,2018-04-27,,1.16527404050418,194.321098994477,nov,0.0,0.01,0.01,0.386666666666667,0,5,300
240,gn,ropa,2015-11-26,2021-12-30 12:40:00,258,0.76,24.0,5.0,2016-11-01,10.0,4.0,11/18/16,14926.9,5.0,13363.63138,16661.29251,,11,2015,M,5.90280629705681,nov,robe,2009-12-20,3.529089665,2015-11-15,15.219,15.6,2.0,40.0,2018-01-16,,1.11672095548317,679.815048859935,nov,0.02,0.0466666666666667,0.04,0.423333333333333,2,3,300
241,gn,dean,2015-11-26,2021-12-30 14:10:00,259,0.72,24.0,5.0,2016-11-01,10.0,4.0,11/18/16,13759.8,5.0,13003.1353,15358.58435,,11,2015,M,4.84873374401095,nov,desd,2011-01-09,2.302532512,2015-11-15,13.799,14.4,2.0,40.0,2018-01-16,,1.11672095548317,616.385298588491,nov,0.02,0.03,0.01,0.426666666666667,1,0,300
242,gn,dext,2015-11-26,2021-12-30 09:30:00,260,0.8,24.0,5.0,2016-11-01,10.0,4.0,11/18/16,13593.2,5.0,11561.12711,15172.62669,,11,2015,M,2.64476386036961,nov,dj,2013-03-24,1.80698152,2015-11-15,13.061,0.4,2.0,40.0,2018-01-16,,1.11672095548317,583.419695982628,nov,0.0066445182724252,0.0,0.0,0.378737541528239,0,1,301
243,gn,mole,2015-11-26,2021-12-30 14:28:00,262,1.06,28.0,5.0,2016-11-01,10.0,4.0,11/18/16,4145.4,5.0,2660.902945,3966.054878,,11,2015,F,2.58179329226557,nov,merl,2013-04-16,1.467488022,2015-11-15,,,,,,,0.957189390414146,,nov,0.01,0.02,0.0,0.34,0,1,300
244,twn,pam,2015-12-01,2021-12-30 10:50:00,266,0.78,32.0,5.0,2016-11-01,10.0,4.0,11/18/16,27739.9,5.0,24197.95946,23222.29942,,12,2015,F,2.77070499657769,dec,park,2013-03-08,1.796030116,2015-12-15,20.139,12.1,11.0,40.0,2018-04-27,,0.837540716612378,674.689299674267,dec,0.0,0.0,0.01,0.35,0,1,300
245,twn,safi,2015-12-01,2021-12-30 10:11:00,267,0.54,22.0,5.0,2016-11-01,10.0,4.0,11/18/16,6076.74,5.0,7656.765592,7399.430266,,12,2015,F,2.80082135523614,dec,saph,2013-02-25,1.741273101,2015-12-15,6.688,20.1,11.0,40.0,2018-04-27,,1.21824104234528,325.903843648208,dec,0.0,0.0066666666666666,0.0133333333333333,0.323333333333333,0,0,300
246,tws,dame,2015-12-03,2021-12-30 11:27:00,268,1.24,26.0,5.0,2016-11-01,10.0,4.0,11/18/16,5975.49,5.0,3278.840533,6156.735319,,12,2015,F,3.93702943189596,dec,dixi,2012-01-07,1.869952088,2015-12-15,114.478,13.8,11.0,40.0,2018-04-27,,1.03081934352293,4720.2454723127,dec,0.0066666666666666,0.0066666666666666,0.0166666666666667,0.383333333333333,0,1,300
247,gn,dean,2015-12-03,2021-12-30 14:20:00,272,0.84,31.0,5.0,2016-11-01,10.0,4.0,11/18/16,15077.8,5.0,12213.13475,13029.46525,,12,2015,M,4.93086926762491,dec,desd,2011-01-09,2.302532512,2015-12-15,13.713,5.3,2.0,40.0,2018-01-16,,0.864558159083745,474.227441420616,dec,0.01,0.0466666666666667,0.0133333333333333,0.393333333333333,0,2,300
248,gn,mayh,2015-12-04,2021-12-30 12:00:00,274,1.08,31.0,5.0,2016-11-01,10.0,4.0,11/18/16,7188.34,6.0,4528.69749,6211.796564,,12,2015,F,5.75496235455168,dec,mixu,2010-03-14,2.214921287,2015-12-15,23.787,3.9,2.0,40.0,2018-01-16,,0.864558159083745,822.609797205002,dec,0.0,0.0166666666666667,0.02,0.413333333333333,2,0,300
249,tws,sevi,2015-12-04,2021-12-30 15:42:00,279,1.64,31.0,6.0,2016-11-02,10.0,4.0,11/18/16,3834.76,6.0,1590.972955,3313.803881,,12,2015,F,2.68583162217659,dec,sava,2013-04-08,1.735797399,2015-12-15,25.423,6.4,11.0,40.0,2018-04-27,,0.864558159083745,879.186483135442,dec,0.0166666666666667,0.0166666666666667,0.0433333333333333,0.323333333333333,0,1,300
250,twn,keny,2015-12-07,2021-12-30 10:23:00,284,0.76,22.0,6.0,2016-11-02,10.0,4.0,11/18/16,4637.77,6.0,4152.064306,5647.247653,,12,2015,M,5.8507871321013,dec,kayl,2010-02-07,2.453114305,2015-12-15,11.08,14.4,12.0,40.0,2018-05-07,,1.21824104234528,539.924429967427,dec,0.0132890365448505,0.0332225913621262,0.0066445182724252,0.425249169435216,0,1,301
251,tws,bike,2015-12-07,2021-12-30 12:28:00,286,1.18,26.0,6.0,2016-11-02,10.0,4.0,11/18/16,4193.75,6.0,2418.182014,4320.952548,,12,2015,M,6.72142368240931,dec,bif,2009-03-26,2.264202601,2015-12-15,,,,,,,1.03081934352293,,dec,0.0166666666666667,0.0433333333333333,0.01,0.366666666666667,1,1,300
252,twn,pam,2015-12-18,2021-12-30 10:13:00,293,0.6,23.0,6.0,2016-11-02,10.0,4.0,11/18/16,6753.43,6.0,7658.462828,7865.871987,,12,2015,F,2.77070499657769,dec,park,2013-03-08,1.796030116,2015-12-15,23.421,6.4,12.0,40.0,2018-05-07,,1.16527404050418,1091.67533210593,dec,0.0,0.0,0.01,0.35,0,1,300
253,tws,bong,2015-12-18,2021-12-30 12:55:00,295,1.0,30.0,6.0,2016-11-02,10.0,4.0,11/18/16,1244.65,6.0,846.8679553,1111.415108,,12,2015,M,2.61464750171116,dec,bonn,2013-05-04,1.971252567,2015-12-15,21.94,1.6,12.0,40.0,2018-05-07,,0.893376764386536,784.027448425624,dec,0.03,0.0,0.0,0.296666666666667,1,0,300
254,gn,spad,2015-12-18,2021-12-30 14:55:00,297,0.86,34.0,6.0,2016-11-02,10.0,4.0,11/18/16,9327.38,6.0,7379.546532,7349.047609,,12,2015,F,5.90554414784394,dec,spik,2010-01-18,2.258726899,2015-12-15,14.723,1.2,2.0,40.0,2018-01-16,,0.788273615635179,464.23009771987,dec,0.0,0.0102739726027397,0.0513698630136986,0.376712328767123,0,3,292
255,gn,renl,2015-12-19,2021-12-30 15:20:00,304,0.54,26.0,6.0,2016-11-02,10.0,4.0,11/18/16,1653.34,6.0,2083.228314,1703.488211,,12,2015,M,2.63381245722108,dec,robe,2013-04-27,1.834360027,2015-12-15,9.736,3.3,2.0,40.0,2018-01-16,,1.03081934352293,401.442285141569,dec,0.0366666666666667,0.0033333333333333,0.0,0.38,1,1,300
256,tws,blas,2015-12-22,2021-12-30 14:00:00,312,1.38,32.0,6.0,2016-11-02,10.0,4.0,11/18/16,24958.1,6.0,12305.54606,20893.53138,,12,2015,M,3.86584531143053,dec,blaz,2012-02-02,1.817932923,2015-12-15,9.11,1.6,12.0,40.0,2018-05-07,,0.837540716612378,305.19983713355,dec,0.0,0.0,0.0,0.31,0,0,300
257,tws,burn,2015-12-28,2021-12-30 15:15:00,319,0.76,36.0,6.0,2016-11-02,10.0,4.0,11/18/16,6449.33,6.0,5773.902735,4799.128805,,12,2015,F,6.79260780287474,dec,blaz,2009-02-28,2.247775496,2015-12-15,15.614,2.2,12.0,40.0,2018-05-07,,0.74448063698878,464.972826637713,dec,0.0,0.0066666666666666,0.0333333333333333,0.45,0,0,300
258,tws,boyd,2015-12-28,2021-12-30 14:45:00,320,1.08,35.0,6.0,2016-11-02,10.0,4.0,11/18/16,5824.5,6.0,3669.470077,4458.008711,,12,2015,F,3.69609856262834,dec,buai,2012-04-04,2.740588638,2015-12-15,44.421,1.9,12.0,40.0,2018-05-07,,0.765751512331317,1360.61791717078,dec,0.0233333333333333,0.0133333333333333,0.0133333333333333,0.44,1,0,300
259,tws,sevi,2015-12-29,2021-12-30 09:00:00,321,0.68,32.0,6.0,2016-11-02,10.0,4.0,11/18/16,20199.9,6.0,20211.9755,16910.23133,,12,2015,F,2.68583162217659,dec,sava,2013-04-08,1.735797399,2015-12-15,,,,,,,0.837540716612378,,dec,0.0166666666666667,0.0166666666666667,0.0433333333333333,0.323333333333333,0,1,300
260,tws,peke,2015-12-29,2021-12-30 10:55:00,322,1.0,34.0,6.0,2016-11-02,10.0,4.0,11/18/16,1892.8,6.0,1287.873431,1491.338116,,12,2015,M,4.95824777549624,dec,pans,2010-12-30,2.814510609,2015-12-15,18.301,11.2,12.0,40.0,2018-05-07,,0.788273615635179,577.047817589577,dec,0.183333333333333,0.0233333333333333,0.0,0.336666666666667,0,1,300
261,tws,atom,2015-12-29,2021-12-30 08:35:00,324,0.76,27.0,6.0,2016-11-02,10.0,4.0,11/18/16,5223.61,6.0,4676.550288,5182.714529,,12,2015,F,6.81177275838467,dec,arte,2009-02-21,2.795345654,2015-12-15,8.978,9.0,12.0,40.0,2018-05-07,,0.992640849318374,356.477181807214,dec,0.0066666666666666,0.0033333333333333,0.0,0.31,1,11,300
262,gn,spor,2015-12-29,2021-12-30 08:46:00,327,0.8,26.0,6.0,2016-11-02,10.0,4.0,11/18/16,9465.34,6.0,8050.348624,9752.437555,,12,2015,F,2.26967830253251,dec,spik,2013-09-07,2.168377823,2015-12-15,11.237,6.0,2.0,40.0,2018-01-16,,1.03081934352293,463.332678526685,dec,0.0,0.0566666666666667,0.0133333333333333,0.356666666666667,0,0,300
263,gn,ting,2015-12-30,2021-12-30 10:38:00,329,0.64,28.0,6.0,2016-11-02,10.0,4.0,11/18/16,4838.41,6.0,5143.883802,4629.082738,,12,2015,M,4.90622861054073,dec,tang,2011-01-18,2.704996578,2015-12-15,9.089,2.0,2.0,40.0,2018-01-16,,0.957189390414146,347.995774778967,dec,0.01,0.0,0.0033333333333333,0.413333333333333,2,0,300
264,tws,tatu,2015-12-30,2021-12-30 11:30:00,332,0.72,31.0,6.0,2016-11-02,10.0,4.0,11/18/16,1084.17,6.0,1024.550444,936.8843824,,12,2015,M,6.78986995208761,dec,twin,2009-03-01,2.945927447,2015-12-15,44.295,0.6,13.0,40.0,2018-05-08,,0.864558159083745,1531.82414626458,dec,0.0566666666666667,0.0033333333333333,0.0,0.38,5,5,300
265,gn,stel,2015-12-30,2021-12-30 16:32:00,337,0.48,23.0,6.0,2016-11-02,10.0,4.0,11/18/16,3289.82,6.0,4663.364428,3831.72743,,12,2015,F,2.60643394934976,dec,sput,2013-05-07,2.223134839,2015-12-15,9.198,18.0,6.0,20.0,2018-01-26,,1.16527404050418,214.363812491149,dec,0.0033333333333333,0.0,0.0,0.343333333333333,0,0,300
266,twn,ruki,2015-12-31,2021-12-30 08:45:00,345,1.04,35.0,7.0,2016-11-03,10.0,4.0,11/18/16,3717.62,6.0,2432.204642,2845.425761,,12,2015,M,4.81314168377823,dec,rave,2011-02-21,2.770704997,2015-12-15,,,,,,,0.765751512331317,,dec,0.0866666666666667,0.0266666666666667,0.0,0.316666666666667,0,0,300
267,twn,onyx,2015-12-31,2021-12-30 16:10:00,347,0.7,28.0,7.0,2016-11-03,10.0,4.0,11/18/16,15510.1,6.0,15075.96131,14839.07651,,12,2015,M,2.84188911704312,dec,opal,2013-02-10,1.631759069,2015-12-15,22.06,2.7,13.0,40.0,2018-05-08,,0.957189390414146,844.623918101442,dec,0.09,0.01,0.0066666666666666,0.37,0,1,300
268,gn,spad,2016-01-04,2021-12-30 09:48:00,350,0.56,26.0,7.0,2016-11-03,10.0,4.0,11/18/16,12165.5,6.0,14781.2238,12534.49734,,1,2016,F,5.99041752224504,jan,spik,2010-01-18,2.258726899,2016-01-15,6.526,15.0,2.0,40.0,2018-01-16,,1.03081934352293,269.085081433225,jan,0.0,0.0,0.0,0.243333333333333,2,1,300
269,gn,mayh,2016-01-04,2021-12-30 08:32:00,353,0.5,28.0,7.0,2016-11-03,10.0,4.0,11/18/16,16395.5,6.0,22311.20967,15686.17088,,1,2016,F,5.83983572895277,jan,mixu,2010-03-14,2.214921287,2016-01-15,9.244,4.7,2.0,40.0,2018-01-16,,0.957189390414146,353.930348999535,jan,0.0,0.0367892976588629,0.0468227424749164,0.361204013377926,1,2,299
270,twn,davi,2016-01-06,2021-12-30 12:52:00,364,0.5,36.0,7.0,2016-11-03,10.0,4.0,11/18/16,11014.0,6.0,14987.99447,8195.828817,,1,2016,F,2.34907597535934,jan,didg,2013-09-09,1.349760438,2016-01-15,33.822,14.4,13.0,40.0,2018-05-08,,0.74448063698878,1007.19296416938,jan,0.01,0.03,0.02,0.4,1,0,300
271,tws,brav,2016-01-06,2021-12-30 12:30:00,365,0.66,26.0,7.0,2016-11-03,10.0,4.0,11/18/16,6537.37,6.0,6739.498587,6735.657958,,1,2016,M,2.80355920602327,jan,bow,2013-03-27,3.370294319,2016-01-15,8.335,9.9,13.0,40.0,2018-05-08,,1.03081934352293,343.675169130544,jan,0.12,0.0133333333333333,0.0033333333333333,0.42,0,0,300
272,tws,sevi,2016-01-06,2021-12-30 12:03:00,366,0.8,30.0,7.0,2016-11-03,10.0,4.0,11/18/16,1466.5,6.0,1247.270173,1309.516938,,1,2016,F,2.77070499657769,jan,sava,2013-04-08,1.735797399,2016-01-15,16.925,2.0,13.0,40.0,2018-05-08,,0.893376764386536,604.816069489685,jan,0.0199335548172757,0.0,0.0099667774086378,0.3421926910299,3,3,301
273,twn,onyx,2016-01-06,2021-12-30 12:47:00,367,0.64,33.0,7.0,2016-11-03,10.0,4.0,11/18/16,19705.4,6.0,20949.50363,15996.37669,,1,2016,M,2.92676249144422,jan,opal,2013-02-10,1.631759069,2016-01-15,32.911,14.5,13.0,40.0,2018-05-08,,0.812160694896851,1069.16082519001,jan,0.0433333333333333,0.0,0.0,0.366666666666667,0,0,300
274,gn,ropa,2016-01-06,2021-12-30 08:25:00,369,0.5,23.0,7.0,2016-11-03,10.0,4.0,11/18/16,1429.99,6.0,1945.948993,1665.541552,,1,2016,M,6.06981519507187,jan,robe,2009-12-20,3.529089665,2016-01-15,8.942,1.0,2.0,40.0,2018-01-16,,1.16527404050418,416.795218807534,jan,0.0266666666666667,0.0,0.0033333333333333,0.383333333333333,1,2,300
275,gn,mole,2016-01-06,2021-12-30 14:15:00,370,0.76,36.0,7.0,2016-11-03,10.0,4.0,11/18/16,6480.19,6.0,5801.53082,4822.092604,,1,2016,F,2.74880219028063,jan,merl,2013-04-16,1.467488022,2016-01-15,12.966,16.9,2.0,40.0,2018-01-16,,0.74448063698878,386.117437567861,jan,0.0033333333333333,0.0,0.0,0.44,0,2,300
276,gn,stre,2016-01-11,2021-12-30 12:12:00,376,1.1,32.0,7.0,2016-11-03,10.0,4.0,11/18/16,46271.8,6.0,28621.48516,38736.17403,,1,2016,F,6.86652977412731,jan,sput,2009-03-04,3.06091718,2016-01-15,14.575,8.6,2.0,40.0,2018-01-16,,0.837540716612378,488.286237785016,jan,0.0,0.04,0.0633333333333333,0.45,0,0,300
277,gn,spor,2016-01-11,2021-12-30 11:49:00,377,0.46,30.0,7.0,2016-11-03,10.0,4.0,11/18/16,28286.1,6.0,41839.23134,25258.18415,,1,2016,F,2.35455167693361,jan,spik,2013-09-07,2.168377823,2016-01-15,11.311,6.0,2.0,40.0,2018-01-16,,0.893376764386536,404.199383279044,jan,0.0133333333333333,0.0166666666666667,0.0,0.37,0,4,300
278,gn,renl,2016-01-11,2021-12-30 10:00:00,378,0.44,29.0,7.0,2016-11-03,10.0,4.0,11/18/16,6570.59,6.0,10160.61857,6069.552579,,1,2016,M,2.71868583162218,jan,robe,2013-04-27,1.834360027,2016-01-15,,,,,,,0.92418285971021,,jan,0.01,0.0,0.0,0.323333333333333,0,1,300
279,gn,dais,2016-01-11,2021-12-30 12:20:00,379,1.0,31.0,7.0,2016-11-03,10.0,4.0,11/18/16,12507.2,6.0,8509.980228,10808.08392,,1,2016,F,5.89733059548255,jan,daff,2010-02-21,1.98220397,2016-01-15,12.503,5.6,2.0,40.0,2018-01-16,,0.864558159083745,432.382826520963,jan,0.0033333333333333,0.0366666666666667,0.0466666666666667,0.373333333333333,0,3,300
280,gn,ropa,2016-01-11,2021-12-30 11:36:00,380,0.44,30.0,7.0,2016-11-03,10.0,4.0,11/18/16,24435.9,6.0,37787.14839,21820.13293,,1,2016,M,6.06981519507187,jan,robe,2009-12-20,3.529089665,2016-01-15,10.835,6.9,2.0,40.0,2018-01-16,,0.893376764386536,387.189489685125,jan,0.0266666666666667,0.0,0.0033333333333333,0.383333333333333,1,2,300
281,tws,dame,2016-01-11,2021-12-30 11:51:00,381,0.52,30.0,7.0,2016-11-03,10.0,4.0,11/18/16,9155.48,6.0,11979.70796,8175.421843,,1,2016,F,4.02190280629706,jan,dixi,2012-01-07,1.869952088,2016-01-15,6.457,11.3,13.0,40.0,2018-05-08,,0.893376764386536,230.741350705755,jan,0.07,0.0133333333333333,0.0166666666666667,0.383333333333333,5,0,300
282,twn,pam,2016-01-13,2021-12-30 08:33:00,386,0.86,36.0,7.0,2016-11-03,10.0,4.0,11/18/16,19375.9,6.0,15329.63765,14418.15504,,1,2016,F,2.85557837097878,jan,park,2013-03-08,1.796030116,2016-01-15,28.388,5.1,13.0,40.0,2018-05-08,,0.74448063698878,845.3726529135,jan,0.0100334448160535,0.0100334448160535,0.0167224080267559,0.347826086956522,0,0,299
283,tws,bong,2016-01-14,2021-12-30 08:30:00,390,0.56,36.0,7.0,2016-11-03,10.0,4.0,11/18/16,2088.75,6.0,2537.85551,1554.297934,,1,2016,M,2.69952087611225,jan,bonn,2013-05-04,1.971252567,2016-01-15,9.529,12.2,13.0,40.0,2018-05-08,,0.74448063698878,283.766239594643,jan,0.0733333333333333,0.0,0.0,0.353333333333333,5,3,300
284,tws,burn,2016-01-14,2021-12-30 09:30:00,391,0.76,32.0,7.0,2016-11-03,10.0,4.0,11/18/16,18539.3,6.0,16597.71092,15520.06949,,1,2016,F,6.87748117727584,jan,blaz,2009-02-28,2.247775496,2016-01-15,38.885,4.6,13.0,40.0,2018-05-08,,0.837540716612378,1302.71083061889,jan,0.0033333333333333,0.0633333333333333,0.123333333333333,0.33,1,2,300
