group,subj,date,age,year,month,time,sample_number,stdsg_CP,neo_sg,sex,Cr,SG,month.name,mum,bday,weaning,mid,neo_value,neo_CV,neo_plate_number,neo_dilution,neo_date_assayed,neo_note,SG_corr_fac,Cr.plate.number,Cr.date,cp_dilution,cp_run,cp_assay_date,pg.ml_ucp,cp_batch,stdcr_CP,cp_note,cr_resid
tws,boyd,2015-11-23,3.6139630390143735,2015,11,2022-03-05T23:35:00Z,248,3681.693699,496.25914634146346,F,0.58,24,nov,buai,2012-04-04,2.740588638,2015-11-15,11.115,15.1,11,40,2018-04-27,,1.1161924119241193,5,2016-11-01,10,4,11/18/16,3298.44,5,3869.448326,,-0.02432546045453822
twn,ruki,2015-11-24,4.731006160164271,2015,11,2022-03-05T18:38:00Z,249,2629.41,720.3842044134727,M,0.32,7,nov,rave,2011-02-21,2.770704997,2015-11-15,18.824,6.1,11,10,2018-04-27,,3.826945412311266,5,2016-11-01,2,9,11/24/16,687.078,13,1460.913563,,0.12719639044246855
gn,renl,2015-11-24,2.5516769336071183,2015,11,2022-03-05T17:45:00Z,250,4249.657046,883.9053297199639,M,0.38,9,nov,robe,2013-04-27,1.834360027,2015-11-15,7.424,11.6,5,40,2018-01-25,,2.976513098464318,5,2016-11-01,2,9,11/24/16,1427.73,13,2556.412574,,0.14003893752088062
gn,stre,2015-11-24,6.699520876112252,2015,11,2022-03-05T17:35:00Z,251,42124.74444,609.208888888889,F,0.5,15,nov,sput,2009-03-04,3.06091718,2015-11-15,4.264,7.3,6,80,2018-01-26,,1.7859078590785908,5,2016-11-01,5,7,11/23/16,23587.3,10,32097.90467,,0.11655556679122095
gn,mayh,2015-11-24,5.672826830937714,2015,11,2022-03-05T17:20:00Z,252,28036.6103,623.1389701897019,F,0.56,15,nov,mixu,2010-03-14,2.214921287,2015-11-15,8.723,10.3,4,40,2018-01-25,,1.7859078590785908,5,2016-11-01,5,7,11/23/16,15698.8,10,19074.22433,,0.176555566791221
tws,bike,2015-11-24,6.639288158795345,2015,11,2022-03-05T16:30:00Z,253,8519.584146,584.7285569105692,M,0.34,8,nov,bif,2009-03-26,2.264202601,2015-11-15,17.462,4.8,11,10,2018-04-27,,3.3485772357723578,5,2016-11-01,2,9,11/24/16,2544.24,13,5091.521894,,0.12365956006427659
twn,davi,2015-11-25,2.1820670773442847,2015,11,2022-03-05T22:28:00Z,254,16901.20691,602.2081300813009,F,0.76,11,nov,didg,2013-09-09,1.349760438,2015-11-15,6.182,20.5,11,40,2018-04-27,,2.435328898743533,5,2016-11-01,5,7,11/23/16,6940.01,10,6213.194661,,0.4725463159384768
twn,ruki,2015-11-25,4.731006160164271,2015,11,2022-03-06T00:45:00Z,255,1638.04585,542.558807588076,M,0.58,12,nov,rave,2011-02-21,2.770704997,2015-11-15,6.076,7.7,11,40,2018-04-27,,2.2323848238482387,5,2016-11-01,5,7,11/23/16,733.765,10,860.7904801,,0.26867431689946875
twn,keny,2015-11-25,5.768651608487337,2015,11,2022-03-05T22:45:00Z,256,3122.015412,194.22912689996465,M,0.86,23,nov,kayl,2010-02-07,2.453114305,2015-11-15,4.169,1.1,11,40,2018-04-27,,1.1647225167903854,5,2016-11-01,10,4,11/18/16,2680.48,5,2120.716309,,0.28055204456691774
twn,amos,2015-11-25,5.7440109514031485,2015,11,2022-03-05T23:00:00Z,257,9687.236218,473.6737901664731,M,0.98,21,nov,ambe,2010-02-16,2.650239562,2015-11-15,9.283,3.1,11,40,2018-04-27,,1.275648470770422,5,2016-11-01,5,8,11/23/16,7593.97,11,5272.435285,,0.45005567811421743
gn,ropa,2015-11-26,5.90280629705681,2015,11,2022-03-05T20:40:00Z,258,16661.29251,679.4932926829268,M,0.76,24,nov,robe,2009-12-20,3.529089665,2015-11-15,15.219,15.6,2,40,2018-01-16,,1.1161924119241193,5,2016-11-01,10,4,11/18/16,14926.9,5,13363.63138,,0.15567453954546184
gn,dean,2015-11-26,4.848733744010952,2015,11,2022-03-05T22:10:00Z,259,15358.58435,616.0935636856369,M,0.72,24,nov,desd,2011-01-09,2.302532512,2015-11-15,13.799,14.4,2,40,2018-01-16,,1.1161924119241193,5,2016-11-01,10,4,11/18/16,13759.8,5,13003.1353,,0.1156745395454618
gn,dext,2015-11-26,2.64476386036961,2015,11,2022-03-05T17:30:00Z,260,15172.62669,583.143563685637,M,0.8,24,nov,dj,2013-03-24,1.80698152,2015-11-15,13.061,0.4,2,40,2018-01-16,,1.1161924119241193,5,2016-11-01,10,4,11/18/16,13593.2,5,11561.12711,,0.19567453954546188
gn,spor,2015-11-26,2.187542778918549,2015,11,2022-03-05T17:35:00Z,261,3808.103829,NA,F,0.22,5,nov,spik,2013-09-07,2.168377823,2015-11-15,NA,NA,NA,NA,NA,NA,5.357723577235772,5,2016-11-01,2,9,11/24/16,710.769,13,2198.235684,,0.07401867470324043
gn,mole,2015-11-26,2.5817932922655715,2015,11,2022-03-05T22:28:00Z,262,3966.054878,NA,F,1.06,28,nov,merl,2013-04-16,1.467488022,2015-11-15,NA,NA,NA,NA,NA,NA,0.9567363530778165,5,2016-11-01,10,4,11/18/16,4145.4,5,2660.902945,,0.3553265978075984
twn,pam,2015-11-26,2.6885694729637235,2015,11,2022-03-05T20:40:00Z,263,8585.015346,274.0475609756097,F,0.3,8,nov,park,2013-03-08,1.796030116,2015-11-15,2.046,12.2,11,40,2018-04-27,,3.3485772357723578,5,2016-11-01,2,9,11/24/16,2563.78,13,5814.708623,,0.08365956006427655
tws,blas,2015-11-27,3.783709787816564,2015,11,2022-03-05T20:23:00Z,264,14517.50761,953.5648947258705,M,0.76,39,nov,blaz,2012-02-02,1.817932923,2015-11-15,34.706,14.8,11,40,2018-04-27,,0.6868876381071504,5,2016-11-01,20,9,11/24/16,21135.2,14,18921.74677,"redo, in singlet, originally in batch 1, run 1",-0.22754309560085553
tws,dame,2015-11-27,3.8548939082819986,2015,11,2022-03-05T19:00:00Z,265,10498.32541,1020.5123983739837,F,0.28,8,nov,dixi,2012-01-07,1.869952088,2015-11-15,7.619,16.9,11,40,2018-04-27,,3.3485772357723578,5,2016-11-01,2,9,11/24/16,3135.16,13,7618.511626,,0.06365956006427657
twn,pam,2015-12-01,2.7707049965776864,2015,12,2022-03-05T18:50:00Z,266,23222.29942,674.3699695121951,F,0.78,32,dec,park,2013-03-08,1.796030116,2015-12-15,20.139,12.1,11,40,2018-04-27,,0.8371443089430894,5,2016-11-01,10,4,11/18/16,27739.9,5,24197.95946,,-0.026362018573528934
twn,safi,2015-12-01,2.8008213552361396,2015,12,2022-03-05T18:11:00Z,267,7399.430266,325.74959349593496,F,0.54,22,dec,saph,2013-02-25,1.741273101,2015-12-15,6.688,20.1,11,40,2018-04-27,,1.2176644493717665,5,2016-11-01,10,4,11/18/16,6076.74,5,7656.765592,,-0.014654242576830347
tws,dame,2015-12-03,3.9370294318959616,2015,12,2022-03-05T19:27:00Z,268,6156.735319,4718.01138211382,F,1.24,26,dec,dixi,2012-01-07,1.869952088,2015-12-15,114.478,13.8,11,40,2018-04-27,,1.0303314571607254,5,2016-11-01,10,4,11/18/16,5975.49,5,3278.840533,,0.5856681530069382
twn,king,2015-12-03,4.117727583846681,2015,12,2022-03-05T17:51:00Z,269,1321.15436,363.9233739837398,M,0.06,4,dec,kipp,2011-11-02,2.045174538,2015-12-15,5.434,7.2,18,10,2018-05-15,,6.6971544715447155,5,2016-11-01,2,9,11/24/16,197.271,13,2237.074524,,-0.06269587141417955
twn,ruki,2015-12-03,4.813141683778234,2015,12,2022-03-05T19:25:00Z,270,2246.430177,410.30421286031043,M,0.36,11,dec,rave,2011-02-21,2.770704997,2015-12-15,4.212,8.5,11,40,2018-04-27,,2.435328898743533,5,2016-11-01,5,8,11/23/16,922.434,11,1743.416925,,0.07254631593847671
tws,atom,2015-12-03,6.811772758384668,2015,12,2022-03-05T17:18:00Z,271,3583.367295,NA,F,0.48,11,dec,arte,2009-02-21,2.795345654,2015-12-15,NA,NA,NA,NA,NA,NA,2.435328898743533,5,2016-11-01,5,8,11/23/16,1471.41,11,2085.743613,,0.19254631593847668
gn,dean,2015-12-03,4.930869267624915,2015,12,2022-03-05T22:20:00Z,272,13029.46525,474.0029897718332,M,0.84,31,dec,desd,2011-01-09,2.302532512,2015-12-15,13.713,5.3,2,40,2018-01-16,,0.8641489640702859,5,2016-11-01,10,4,11/18/16,15077.8,5,12213.13475,,0.059185823769558846
gn,ropa,2015-12-04,5.984941820670773,2015,12,2022-03-05T19:27:00Z,273,4279.535285,328.3213008130081,M,0.5,20,dec,robe,2009-12-20,3.529089665,2015-12-15,6.128,8.8,4,40,2018-01-25,,1.339430894308943,5,2016-11-01,5,8,11/23/16,3195.04,11,4347.851993,,-0.0053181933599386454
gn,mayh,2015-12-04,5.754962354551677,2015,12,2022-03-05T20:00:00Z,274,6211.796564,822.2204563335956,F,1.08,31,dec,mixu,2010-03-14,2.214921287,2015-12-15,23.787,3.9,2,40,2018-01-16,,0.8641489640702859,5,2016-11-01,10,4,11/18/16,7188.34,6,4528.69749,,0.29918582376955893
gn,dais,2015-12-04,5.812457221081451,2015,12,2022-03-05T20:31:00Z,275,25047.43013,1901.1230498791474,F,1.6,37,dec,daff,2010-02-21,1.98220397,2015-12-15,65.645,11,2,40,2018-01-16,,0.7240166996264558,5,2016-11-01,20,1,11/8/16,34595.1,14,14711.70691,,0.6646418872329721
gn,dann,2015-12-04,2.86652977412731,2015,12,2022-03-05T20:36:00Z,276,1905.742276,404.79177427068385,M,0.36,17,dec,daff,2013-02-01,1.552361396,2015-12-15,6.422,16.7,4,40,2018-01-25,,1.5758010521281685,5,2016-11-01,5,8,11/23/16,1209.38,11,2285.75005,,-0.07194256077363094
tws,brog,2015-12-04,6.910335386721424,2015,12,2022-03-05T19:18:00Z,277,12023.33445,NA,F,2.6,40,dec,bow,2009-01-16,2.516084873,2015-12-15,NA,NA,NA,NA,NA,NA,0.6697154471544715,6,2016-11-02,20,1,11/8/16,17952.9,1,4698.180741,,1.5862387247344245
tws,bong,2015-12-04,2.614647501711157,2015,12,2022-03-05T23:15:00Z,278,3933.435796,1105.0147297943568,M,0.64,17,dec,bonn,2013-05-04,1.971252567,2015-12-15,17.531,2.1,18,40,2018-05-15,,1.5758010521281685,6,2016-11-02,5,8,11/23/16,2496.15,11,2653.744836,,0.20805743922636905
tws,sevi,2015-12-04,2.6858316221765914,2015,12,2022-03-05T23:42:00Z,279,3313.803881,878.7703645423551,F,1.64,31,dec,sava,2013-04-08,1.735797399,2015-12-15,25.423,6.4,11,40,2018-04-27,,0.8641489640702859,6,2016-11-02,10,4,11/18/16,3834.76,6,1590.972955,,0.8591858237695589
twn,davi,2015-12-04,2.2642026009582477,2015,12,2022-03-06T00:00:00Z,280,4570.748397,841.8769647696478,F,0.56,18,dec,didg,2013-09-09,1.349760438,2015-12-15,14.142,5.1,18,40,2018-05-15,,1.488256549232159,6,2016-11-02,5,8,11/23/16,3071.21,11,3731.55582,,0.10368268719613725
twn,kabu,2015-12-04,2.6584531143052703,2015,12,2022-03-05T22:20:00Z,281,2484.778252,162.13066847335142,F,0.46,18,dec,kayl,2013-04-18,1.604380561,2015-12-15,5.447,14.9,18,20,2018-05-15,,1.488256549232159,6,2016-11-02,5,8,11/23/16,1669.59,11,2469.564989,,0.0036826871961372163
twn,onyx,2015-12-04,2.841889117043121,2015,12,2022-03-05T23:56:00Z,282,1967.519806,190.25871725383922,M,0.44,18,dec,opal,2013-02-10,1.631759069,2015-12-15,3.196,3.7,12,40,2018-05-07,,1.488256549232159,6,2016-11-02,5,8,11/23/16,1322.03,11,2044.35866,,-0.016317312803862803
twn,allo,2015-12-07,2.6830937713894594,2015,12,2022-03-05T19:30:00Z,283,6792.904646,466.9638792102206,M,0.46,14,dec,ambe,2013-04-09,3.394934976,2015-12-15,6.101,1,12,40,2018-05-07,,1.913472706155633,6,2016-11-02,5,8,11/23/16,3550.04,11,5251.022404,,0.10067894232584088
twn,keny,2015-12-07,5.8507871321013,2015,12,2022-03-05T18:23:00Z,284,5647.247653,539.668883961567,M,0.76,22,dec,kayl,2010-02-07,2.453114305,2015-12-15,11.08,14.4,12,40,2018-05-07,,1.2176644493717665,6,2016-11-02,10,4,11/18/16,4637.77,6,4152.064306,,0.20534575742316963
gn,dean,2015-12-07,4.930869267624915,2015,12,2022-03-05T16:46:00Z,285,1089.000179,989.4643902439025,M,0.16,5,dec,desd,2011-01-09,2.302532512,2015-12-15,4.617,1.7,5,40,2018-01-25,,5.357723577235772,6,2016-11-02,2,9,11/24/16,203.258,13,864.3629075,,0.014018674703240478
tws,bike,2015-12-07,6.721423682409308,2015,12,2022-03-05T20:28:00Z,286,4320.952548,NA,M,1.18,26,dec,bif,2009-03-26,2.264202601,2015-12-15,NA,NA,NA,NA,NA,NA,1.0303314571607254,6,2016-11-02,10,4,11/18/16,4193.75,6,2418.182014,,0.5256681530069381
tws,brav,2015-12-07,2.7186858316221767,2015,12,2022-03-05T17:07:00Z,287,3230.623603,375.9112804878049,M,0.54,16,dec,bow,2013-03-27,3.370294319,2015-12-15,5.613,8.5,12,40,2018-05-07,,1.6742886178861789,6,2016-11-02,5,8,11/23/16,1929.55,11,2431.256241,,0.13234839909139703
tws,dubl,2015-12-07,6.778918548939083,2015,12,2022-03-05T17:26:00Z,288,10336.25427,559.3909891598917,M,0.32,6,dec,dixi,2009-03-05,2.321697467,2015-12-15,12.529,7.9,12,10,2018-05-07,,4.464769647696477,6,2016-11-02,2,9,11/24/16,2315.07,13,4922.464642,,0.1506494286554565
tws,fris,2015-12-07,6.798083504449007,2015,12,2022-03-05T16:30:00Z,289,2276.740524,413.9377235772358,M,0.36,10,dec,flet,2009-02-26,1.418206708,2015-12-15,7.726,5.7,18,20,2018-05-15,,2.678861788617886,6,2016-11-02,2,9,11/24/16,849.891,13,1606.309345,,0.09633452281228069
tws,tesl,2015-12-18,2.784394250513347,2015,12,2022-03-05T17:20:00Z,290,1322.520579,NA,F,0.22,8,dec,twin,2013-03-03,1.49486653,2015-12-15,NA,NA,NA,NA,NA,NA,3.3485772357723578,6,2016-11-02,2,9,11/24/16,394.95,13,1221.484313,,0.0036595600642765277
twn,davi,2015-12-18,2.2642026009582477,2015,12,2022-03-05T18:30:00Z,291,4180.316547,371.00659971305595,F,0.46,17,dec,didg,2013-09-09,1.349760438,2015-12-15,11.772,2.5,19,20,2018-05-16,,1.5758010521281685,6,2016-11-02,5,8,11/23/16,2652.82,11,3923.904309,,0.028057439226369094
twn,king,2015-12-18,4.117727583846681,2015,12,2022-03-05T17:52:00Z,292,1579.91827,303.3364498644987,M,0.26,9,dec,kipp,2011-11-02,2.045174538,2015-12-15,10.191,10.2,12,10,2018-05-07,,2.976513098464318,6,2016-11-02,2,9,11/24/16,530.795,13,1389.062963,,0.020038937520880633
twn,pam,2015-12-18,2.7707049965776864,2015,12,2022-03-05T18:13:00Z,293,7865.871987,1091.1586426299048,F,0.6,23,dec,park,2013-03-08,1.796030116,2015-12-15,23.421,6.4,12,40,2018-05-07,,1.1647225167903854,6,2016-11-02,10,4,11/18/16,6753.43,6,7658.462828,,0.0205520445669177
tws,tatu,2015-12-18,6.789869952087611,2015,12,2022-03-05T20:42:00Z,294,5995.394735,NA,M,2.42,42,dec,twin,2009-03-01,2.945927447,2015-12-15,NA,NA,NA,NA,NA,NA,0.637824235385211,6,2016-11-02,20,1,11/8/16,9399.76,1,2642.833818,,1.353550988909373
tws,bong,2015-12-18,2.614647501711157,2015,12,2022-03-05T20:55:00Z,295,1111.415108,783.6563685636856,M,1,30,dec,bonn,2013-05-04,1.971252567,2015-12-15,21.94,1.6,12,40,2018-05-07,,0.8929539295392954,6,2016-11-02,10,4,11/18/16,1244.65,6,846.8679553,,0.24464987394744273
tws,boyd,2015-12-18,3.696098562628337,2015,12,2022-03-05T17:57:00Z,296,3380.761847,309.8295005807201,F,0.5,14,dec,buai,2012-04-04,2.740588638,2015-12-15,4.048,7,12,40,2018-05-07,,1.913472706155633,6,2016-11-02,5,8,11/23/16,1766.82,11,2404.311639,,0.14067894232584083
gn,spad,2015-12-18,5.905544147843942,2015,12,2022-03-05T22:55:00Z,297,7349.047609,464.0103778096605,F,0.86,34,dec,spik,2010-01-18,2.258726899,2015-12-15,14.723,1.2,2,40,2018-01-16,,0.7879005260640842,6,2016-11-02,10,4,11/18/16,9327.38,6,7379.546532,,0.0022909202446833154
gn,mend,2015-12-19,5.861738535249829,2015,12,2022-03-05T17:20:00Z,298,11903.7137,548.3247386759582,F,0.2,7,dec,merl,2010-02-03,2.236824093,2015-12-15,3.582,10.7,5,40,2018-01-25,,3.826945412311266,6,2016-11-02,2,9,11/24/16,3110.5,13,10582.02215,,0.007196390442468559
twn,amos,2015-12-19,5.8261464750171115,2015,12,2022-03-05T17:18:00Z,299,3815.137546,425.59807834441983,M,0.42,11,dec,ambe,2010-02-16,2.650239562,2015-12-15,4.369,15.5,12,40,2018-05-07,,2.435328898743533,6,2016-11-02,5,8,11/23/16,1566.58,11,2537.88386,,0.13254631593847668
twn,petr,2015-12-19,5.700205338809035,2015,12,2022-03-05T17:52:00Z,300,7421.810939,611.1701404286771,F,0.4,11,dec,park,2010-04-03,2.565366188,2015-12-15,6.274,4.3,12,40,2018-05-07,,2.435328898743533,6,2016-11-02,5,8,11/23/16,3047.56,11,5183.949114,,0.11254631593847673
twn,kabu,2015-12-19,2.6584531143052703,2015,12,2022-03-05T19:40:00Z,301,11513.27917,716.9303861788617,F,0.54,16,dec,kayl,2013-04-18,1.604380561,2015-12-15,10.705,6.4,12,40,2018-05-07,,1.6742886178861789,6,2016-11-02,5,8,11/23/16,6876.52,11,8664.498025,,0.13234839909139703
gn,pira,2015-12-19,4.8815879534565365,2015,12,2022-03-05T17:00:00Z,302,7190.707967,569.4188617886178,M,0.16,5,dec,pinc,2011-01-27,1.35797399,2015-12-15,2.657,2,5,40,2018-01-25,,5.357723577235772,6,2016-11-02,2,9,11/24/16,1342.12,13,5707.419858,,0.014018674703240478
tws,burn,2015-12-19,6.792607802874743,2015,12,2022-03-05T17:30:00Z,303,18272.37888,888.887554721701,F,2,39,dec,blaz,2009-02-28,2.247775496,2015-12-15,32.352,6.2,12,40,2018-05-07,,0.6868876381071504,6,2016-11-02,20,2,11/9/16,26601.7,2,9049.98485,,1.0124569043991445
gn,renl,2015-12-19,2.6338124572210813,2015,12,2022-03-05T23:20:00Z,304,1703.488211,401.2522826766729,M,0.54,26,dec,robe,2013-04-27,1.834360027,2015-12-15,9.736,3.3,2,40,2018-01-16,,1.0303314571607254,6,2016-11-02,10,4,11/18/16,1653.34,6,2083.228314,,-0.11433184699306186
gn,stre,2015-12-21,6.781656399726215,2015,12,2022-03-05T18:00:00Z,305,47094.58159,NA,F,1.32,42,dec,sput,2009-03-04,3.06091718,2015-12-15,NA,NA,NA,NA,NA,NA,0.637824235385211,6,2016-11-02,20,2,11/9/16,73836.3,2,38059.62027,,0.2535509889093731
twn,petr,2015-12-21,5.700205338809035,2015,12,2022-03-05T20:14:00Z,306,7575.271628,416.3088597039817,F,0.98,39,dec,park,2010-04-03,2.565366188,2015-12-15,15.152,3.2,12,40,2018-05-07,,0.6868876381071504,6,2016-11-02,20,2,11/9/16,11028.4,2,7656.933765,,-0.007543095600855565
twn,safi,2015-12-21,2.8008213552361396,2015,12,2022-03-05T18:37:00Z,307,18828.45058,2985.154385964912,F,0.42,19,dec,saph,2013-02-25,1.741273101,2015-12-15,52.931,4.6,12,40,2018-05-07,,1.4099272571673085,6,2016-11-02,5,8,11/23/16,13354.2,11,21634.0108,,-0.060775856999298716
twn,allo,2015-12-21,2.6830937713894594,2015,12,2022-03-05T18:33:00Z,308,19686.7366,NA,M,1.48,49,dec,ambe,2013-04-09,3.394934976,2015-12-15,NA,NA,NA,NA,NA,NA,0.546706487473038,6,2016-11-02,20,2,11/9/16,36009.7,2,16554.8879,,0.22650446031776678
tws,brav,2015-12-21,2.7186858316221767,2015,12,2022-03-05T18:34:00Z,309,6553.138862,524.3711219512195,M,1.18,50,dec,bow,2013-03-27,3.370294319,2015-12-15,12.234,13.4,12,80,2018-05-07,,0.5357723577235772,6,2016-11-02,20,2,11/9/16,12231.2,2,7052.701722,,-0.10055164099899293
twn,ruki,2015-12-21,4.813141683778234,2015,12,2022-03-05T20:29:00Z,310,1880.675784,316.51389856755713,M,0.64,21,dec,rave,2011-02-21,2.770704997,2015-12-15,6.203,11.4,12,40,2018-05-07,,1.275648470770422,6,2016-11-02,5,8,11/23/16,1474.29,11,1567.369539,,0.11005567811421746
tws,peke,2015-12-22,4.958247775496235,2015,12,2022-03-05T19:24:00Z,311,36919.8671,652.8180112570357,M,0.5,13,dec,pans,2010-12-30,2.814510609,2015-12-15,7.92,18.4,12,40,2018-05-07,,2.0606629143214508,6,2016-11-02,5,8,11/23/16,17916.5,11,24381.00626,,0.16471852569525686
tws,blas,2015-12-22,3.865845311430527,2015,12,2022-03-05T22:00:00Z,312,20893.53138,305.0553861788618,M,1.38,32,dec,blaz,2012-02-02,1.817932923,2015-12-15,9.11,1.6,12,40,2018-05-07,,0.8371443089430894,6,2016-11-02,10,4,11/18/16,24958.1,6,12305.54606,,0.5736379814264709
tws,brav,2015-12-22,2.7186858316221767,2015,12,2022-03-05T23:15:00Z,313,6329.841307,657.8460287679799,M,1.72,52,dec,bow,2013-03-27,3.370294319,2015-12-15,15.962,8.1,12,80,2018-05-07,,0.5151657285803627,6,2016-11-02,20,2,11/9/16,12287,2,4860.555067,,0.3850847798718758
gn,ting,2015-12-23,4.906228610540725,2015,12,2022-03-05T16:27:00Z,314,21046.97112,855.6002567394094,M,0.94,19,dec,tang,2011-01-18,2.704996578,2015-12-15,15.171,5.5,6,40,2018-01-26,,1.4099272571673085,6,2016-11-02,5,8,11/23/16,14927.7,11,10805.2172,,0.4592241430007012
tws,brog,2015-12-28,6.910335386721424,2015,12,2022-03-05T18:33:00Z,315,16185.14715,2683.1479674796747,F,0.98,20,dec,bow,2009-01-16,2.516084873,2015-12-15,50.08,7.7,12,40,2018-05-07,,1.339430894308943,6,2016-11-02,5,8,11/23/16,12083.6,11,8389.551054,,0.4746818066400613
tws,bike,2015-12-28,6.721423682409308,2015,12,2022-03-05T20:30:00Z,316,21123.09309,4069.405365853658,M,1.22,20,dec,bif,2009-03-26,2.264202601,2015-12-15,75.954,1.2,12,40,2018-05-07,,1.339430894308943,6,2016-11-02,5,8,11/23/16,15770.2,11,8795.202172,,0.7146818066400613
gn,mayh,2015-12-28,5.754962354551677,2015,12,2022-03-05T19:20:00Z,317,1222.246764,283.7450406504065,F,0.08,5,dec,mixu,2010-03-14,2.214921287,2015-12-15,1.324,4.6,5,40,2018-01-25,,5.357723577235772,11,2016-11-04,2,9,11/24/16,228.128,13,1940.247187,,-0.06598132529675958
gn,mend,2015-12-28,5.861738535249829,2015,12,2022-03-05T22:22:00Z,318,6480.025674,NA,F,0.46,19,dec,merl,2010-02-03,2.236824093,2015-12-15,NA,NA,NA,NA,NA,NA,1.4099272571673085,6,2016-11-02,5,8,11/23/16,4596,11,6798.148462,,-0.020775856999298674
tws,burn,2015-12-28,6.792607802874743,2015,12,2022-03-05T23:15:00Z,319,4799.128805,464.75275519421865,F,0.76,36,dec,blaz,2009-02-28,2.247775496,2015-12-15,15.614,2.2,12,40,2018-05-07,,0.7441282746160796,6,2016-11-02,10,4,11/18/16,6449.33,6,5773.902735,,-0.14939130959792013
tws,boyd,2015-12-28,3.696098562628337,2015,12,2022-03-05T22:45:00Z,320,4458.008711,1359.9739372822298,F,1.08,35,dec,buai,2012-04-04,2.740588638,2015-12-15,44.421,1.9,12,40,2018-05-07,,0.7653890824622532,6,2016-11-02,10,4,11/18/16,5824.5,6,3669.470077,,0.19649170140598357
tws,sevi,2015-12-29,2.6858316221765914,2015,12,2022-03-05T17:00:00Z,321,16910.23133,NA,F,0.68,32,dec,sava,2013-04-08,1.735797399,2015-12-15,NA,NA,NA,NA,NA,NA,0.8371443089430894,6,2016-11-02,10,4,11/18/16,20199.9,6,20211.9755,,-0.12636201857352894
tws,peke,2015-12-29,4.958247775496235,2015,12,2022-03-05T18:55:00Z,322,1491.338116,576.7747010999522,M,1,34,dec,pans,2010-12-30,2.814510609,2015-12-15,18.301,11.2,12,40,2018-05-07,,0.7879005260640842,6,2016-11-02,10,4,11/18/16,1892.8,6,1287.873431,,0.14229092024468332
tws,dubl,2015-12-29,6.778918548939083,2015,12,2022-03-05T19:50:00Z,323,15413.78006,697.9997628726288,M,2.02,48,dec,dixi,2009-03-05,2.321697467,2015-12-15,31.267,4.6,12,40,2018-05-07,,0.5580962059620597,6,2016-11-02,20,9,11/24/16,27618.5,14,9302.874769,"redo, in singlet, originally in batch 2, run 2",0.7934767694693228
tws,atom,2015-12-29,6.811772758384668,2015,12,2022-03-05T16:35:00Z,324,5182.714529,356.3084613068353,F,0.76,27,dec,arte,2009-02-21,2.795345654,2015-12-15,8.978,9,12,40,2018-05-07,,0.9921710328214394,6,2016-11-02,10,4,11/18/16,5223.61,6,4676.550288,,0.08053927148987025
twn,allo,2015-12-29,2.6830937713894594,2015,12,2022-03-05T16:32:00Z,325,861.1281585,242.22268292682926,M,0.36,20,dec,ambe,2013-04-09,3.394934976,2015-12-15,4.521,0,12,40,2018-05-07,,1.339430894308943,6,2016-11-02,5,8,11/23/16,642.906,11,1215.103955,,-0.14531819335993867
twn,amos,2015-12-29,5.8261464750171115,2015,12,2022-03-05T17:18:00Z,326,5183.028303,540.0585365853659,M,0.7,16,dec,ambe,2010-02-16,2.650239562,2015-12-15,8.064,7.1,12,40,2018-05-07,,1.6742886178861789,6,2016-11-02,5,8,11/23/16,3095.66,11,3009.010283,,0.2923483990913969
gn,spor,2015-12-29,2.269678302532512,2015,12,2022-03-05T16:46:00Z,327,9752.437555,463.1133833646029,F,0.8,26,dec,spik,2013-09-07,2.168377823,2015-12-15,11.237,6,2,40,2018-01-16,,1.0303314571607254,6,2016-11-02,10,4,11/18/16,9465.34,6,8050.348624,,0.14566815300693814
gn,dext,2015-12-30,2.726899383983573,2015,12,2022-03-05T20:12:00Z,328,2847.804207,277.79796747967475,M,0.14,8,dec,dj,2013-03-24,1.80698152,2015-12-15,2.074,9.3,5,40,2018-01-25,,3.3485772357723578,6,2016-11-02,2,9,11/24/16,850.452,13,4133.23623,,-0.07634043993572343
gn,ting,2015-12-30,4.906228610540725,2015,12,2022-03-05T18:38:00Z,329,4629.082738,347.831068524971,M,0.64,28,dec,tang,2011-01-18,2.704996578,2015-12-15,9.089,2,2,40,2018-01-16,,0.9567363530778165,6,2016-11-02,10,4,11/18/16,4838.41,6,5143.883802,,-0.06467340219240161
gn,spor,2015-12-30,2.269678302532512,2015,12,2022-03-05T17:30:00Z,330,3810.36836,341.5846431797652,F,0.44,18,dec,spik,2013-09-07,2.168377823,2015-12-15,5.738,7.9,6,40,2018-01-26,,1.488256549232159,6,2016-11-02,5,8,11/23/16,2560.29,11,3959.177201,,-0.016317312803862803
tws,dame,2015-12-30,3.9370294318959616,2015,12,2022-03-05T18:10:00Z,331,13473.13445,1076.5006097560977,F,1.82,40,dec,dixi,2012-01-07,1.869952088,2015-12-15,40.185,2.8,12,40,2018-05-07,,0.6697154471544715,6,2016-11-02,20,2,11/9/16,20117.7,2,7520.996663,,0.8062387247344246
tws,tatu,2015-12-30,6.789869952087611,2015,12,2022-03-05T19:30:00Z,332,936.8843824,1531.0991345397326,M,0.72,31,dec,twin,2009-03-01,2.945927447,2015-12-15,44.295,0.6,13,40,2018-05-08,,0.8641489640702859,6,2016-11-02,10,4,11/18/16,1084.17,6,1024.550444,,-0.06081417623044115
