"group","subj","date","age","year","month","time","sample_number","stdsg_CP","neo_sg","sex","Cr","SG","month.name","mum","bday","weaning","mid","neo_value","neo_CV","neo_plate_number","neo_dilution","neo_date_assayed","neo_note","SG_corr_fac","Cr.plate.number","Cr.date","cp_dilution","cp_run","cp_assay_date","pg.ml_ucp","cp_batch","stdcr_CP","cp_note","month_name","pl","gmd","gm","r","f","m","sl","n_agg_g","n_agg_r","n_obs","mrank","fai","fai_cat","avg_rain","cr_resid"
"tws","bike","2016-01-11",6.8062970568104,2016,1,"2022-03-05 09:58:00",382,2501.614898,2717.16951219512,"M",0.18,8,"jan","bif","2009-03-26",2.264202601,"2016-01-15",10.143,16.8,13,80,"2018-05-08",NA,3.34857723577236,7,"2016-11-03",2,9,"11/24/16",747.068,13,2823.944034,"","jan",0.0433333333333333,0,0,0.33,0.39,0.16,0,3,3,300,0.261,238110609.245833,"hi",2.85483870967742,-0.0363404399357237
"tws","atom","2016-01-12",6.89664613278576,2016,1,"2022-03-05 16:14:00",383,20607.16627,1086.91523390644,"F",1.62,61,"jan","arte","2009-02-21",2.795345654,"2016-01-15",61.875,1.7,13,40,"2018-05-08",NA,0.439157670265227,7,"2016-11-03",20,2,"11/9/16",46924.3,2,19708.39439,"","jan",0,0.03,0.0866666666666667,0.386666666666667,0.26,0.14,0,1,2,300,0.556,238110609.245833,"hi",2.85483870967742,0.036300961613186
"tws","tesl","2016-01-12",2.86926762491444,2016,1,"2022-03-05 15:28:00",384,12678.95176,426.29283632459,"F",1.22,53,"jan","twin","2013-03-03",1.49486653,"2016-01-15",21.085,17.5,13,40,"2018-05-08",NA,0.505445620493941,7,"2016-11-03",20,2,"11/9/16",25084.7,2,13989.99429,"","jan",0.0166666666666667,0.05,0.01,0.33,0.3,0.206666666666667,0,2,1,300,1,238110609.245833,"hi",2.85483870967742,-0.142222697940496
"twn","kabu","2016-01-13",2.74332648870637,2016,1,"2022-03-05 08:25:00",385,13773.72037,714.184552845529,"F",1,38,"jan","kayl","2013-04-18",1.604380561,"2016-01-15",25.327,0.8,19,40,"2018-05-16",NA,0.704963628583654,7,"2016-11-03",20,2,"11/9/16",19538.2,2,13293.91836,"","jan",0.00668896321070234,0.0100334448160535,0.0100334448160535,0.391304347826087,0.297658862876254,0.210702341137124,0,1,0,299,0.455,187602350.308333,"hi",2.85483870967742,0.0385912918986603
"twn","pam","2016-01-13",2.85557837097878,2016,1,"2022-03-05 08:33:00",386,14418.15504,844.972538392051,"F",0.86,36,"jan","park","2013-03-08",1.796030116,"2016-01-15",28.388,5.1,13,40,"2018-05-08",NA,0.74412827461608,7,"2016-11-03",10,4,"11/18/16",19375.9,6,15329.63765,"","jan",0.0100334448160535,0.0100334448160535,0.0167224080267559,0.347826086956522,0.297658862876254,0.230769230769231,0,0,0,299,0.091,187602350.308333,"hi",2.85483870967742,-0.0493913095979201
"twn","amos","2016-01-13",5.91101984941821,2016,1,"2022-03-05 09:37:00",387,18554.74223,1257.36317551411,"M",1.58,51,"jan","ambe","2010-02-16",2.650239562,"2016-01-15",59.844,1.4,13,40,"2018-05-08",NA,0.525267017376056,7,"2016-11-03",20,2,"11/9/16",35324.4,2,15211.99463,"","jan",0.0299003322259136,0.00664451827242525,0.0232558139534884,0.408637873754153,0.27906976744186,0.18936877076412,0,0,0,301,0.636,187602350.308333,"hi",2.85483870967742,0.272308465519043
"twn","davi","2016-01-13",2.34907597535934,2016,1,"2022-03-05 16:22:00",388,15522.71615,597.736491557223,"F",1.24,52,"jan","didg","2013-09-09",1.349760438,"2016-01-15",29.007,17.6,13,40,"2018-05-08",NA,0.515165728580363,7,"2016-11-03",20,9,"11/24/16",30131.5,14,16533.60369,"redo, in singlet, originally in batch 2, run 2","jan",0.01,0.03,0.02,0.4,0.306666666666667,0.183333333333333,0,1,0,300,1,187602350.308333,"hi",2.85483870967742,-0.0949152201281246
"tws","tatu","2016-01-14",6.87474332648871,2016,1,"2022-03-05 10:07:00",389,6311.806027,369.589749027925,"M",1.24,46,"jan","twin","2009-03-01",2.945927447,"2016-01-15",15.866,2.1,13,40,"2018-05-08",NA,0.582361258395193,7,"2016-11-03",20,9,"11/24/16",10838.3,14,5947.136946,"redo, in singlet, originally in batch 2, run 2","jan",0.0166666666666667,0,0,0.343333333333333,0.396666666666667,0.18,0,0,0,300,1,238110609.245833,"hi",2.85483870967742,0.0671700112768219
"tws","bong","2016-01-14",2.69952087611225,2016,1,"2022-03-05 08:30:00",390,1554.297934,283.631933152665,"M",0.56,36,"jan","bonn","2013-05-04",1.971252567,"2016-01-15",9.529,12.2,13,40,"2018-05-08",NA,0.74412827461608,7,"2016-11-03",10,4,"11/18/16",2088.75,6,2537.85551,"","jan",0.0733333333333333,0,0,0.353333333333333,0.303333333333333,0.19,0,2,2,300,0.696,238110609.245833,"hi",2.85483870967742,-0.34939130959792
"tws","burn","2016-01-14",6.87748117727584,2016,1,"2022-03-05 09:30:00",391,15520.06949,1302.09425813008,"F",0.76,32,"jan","blaz","2009-02-28",2.247775496,"2016-01-15",38.885,4.6,13,40,"2018-05-08",NA,0.837144308943089,7,"2016-11-03",10,4,"11/18/16",18539.3,6,16597.71092,"","jan",0.00333333333333333,0.0633333333333333,0.123333333333333,0.33,0.316666666666667,0.11,0,1,2,300,0.13,238110609.245833,"hi",2.85483870967742,-0.0463620185735288
"tws","dubl","2016-01-14",6.86379192334018,2016,1,"2022-03-05 08:20:00",392,15191.70344,523.059940872136,"M",0.88,22,"jan","dixi","2009-03-05",2.321697467,"2016-01-15",10.739,10.2,13,40,"2018-05-08",NA,1.21766444937177,7,"2016-11-03",10,4,"11/18/16",12476.1,6,9646.385892,"","jan",0.040133779264214,0,0.0167224080267559,0.357859531772575,0.377926421404682,0.147157190635452,0.00334448160535117,1,0,299,0.957,238110609.245833,"hi",2.85483870967742,0.32534575742317
"tws","peke","2016-01-14",5.04312114989733,2016,1,"2022-03-05 09:54:00",393,9836.131067,417.577728504558,"M",0.68,33,"jan","pans","2010-12-30",2.814510609,"2016-01-15",12.86,4.2,13,40,"2018-05-08",NA,0.811776299581178,7,"2016-11-03",10,4,"11/18/16",12116.8,6,12124.04342,"","jan",0.12,0,0,0.356666666666667,0.26,0.19,0,0,0,300,0.174,238110609.245833,"hi",2.85483870967742,-0.151993653081821
"gn","dean","2016-01-14",5.01574264202601,2016,1,"2022-03-05 10:54:00",394,8594.876905,286.001981707317,"M",0.62,32,"jan","desd","2011-01-09",2.302532512,"2016-01-15",8.541,4.9,6,40,"2018-01-26",NA,0.837144308943089,7,"2016-11-03",10,4,"11/18/16",10266.9,6,11267.20248,"","jan",0.0133333333333333,0.0266666666666667,0.00666666666666667,0.4,0.31,0.173333333333333,0,1,4,300,0.211,224542994.659615,"hi",2.85483870967742,-0.186362018573529
"gn","dext","2016-01-14",2.81177275838467,2016,1,"2022-03-05 15:06:00",395,6656.422378,786.754918699187,"M",0.92,40,"jan","dj","2013-03-24",1.80698152,"2016-01-15",29.369,0.5,2,40,"2018-01-16",NA,0.669715447154472,7,"2016-11-03",20,9,"11/24/16",9939.18,14,7350.742084,"redo, in singlet, originally in batch 2, run 2","jan",0.03125,0.003125,0,0.3,0.409375,0.178125,0,0,0,320,0.579,224542994.659615,"hi",2.85483870967742,-0.0937612752655753
"gn","mend","2016-01-15",5.94661190965092,2016,1,"2022-03-05 15:03:00",396,59010.02836,434.80362158167,"F",1,44,"jan","merl","2010-02-03",2.236824093,"2016-01-15",17.854,0,6,40,"2018-01-26",NA,0.608832224685883,7,"2016-11-03",20,9,"11/24/16",96923.3,14,65947.24372,"redo, in singlet, originally in batch 2, run 2","jan",0.0133333333333333,0,0.00666666666666667,0.48,0.226666666666667,0.206666666666667,0.00333333333333333,0,1,300,0.737,224542994.659615,"hi",2.85483870967742,-0.119471915576494
"gn","stre","2016-01-15",6.86652977412731,2016,1,"2022-03-05 15:00:00",397,34716.518,577.868757259001,"F",1.4,35,"jan","sput","2009-03-04",3.06091718,"2016-01-15",18.875,16.5,2,40,"2018-01-16",NA,0.765389082462253,7,"2016-11-03",10,4,"11/18/16",45358,6,22044.19872,"","jan",0,0.04,0.0633333333333333,0.45,0.176666666666667,0.19,0,0,0,300,0.684,224542994.659615,"hi",2.85483870967742,0.516491701405984
"gn","mole","2016-01-20",2.74880219028063,2016,1,"2022-03-05 09:44:00",398,1837.769507,606.360365853659,"F",0.14,8,"jan","merl","2013-04-16",1.467488022,"2016-01-15",4.527,2.5,5,40,"2018-01-25",NA,3.34857723577236,7,"2016-11-03",2,9,"11/24/16",548.821,13,2667.295557,"","jan",0.00333333333333333,0,0,0.44,0.236666666666667,0.243333333333333,0,0,1,300,0.737,224542994.659615,"hi",2.85483870967742,-0.0763404399357238
"gn","stel","2016-01-20",2.69130732375086,2016,1,"2022-03-05 08:35:00",399,1829.133526,505.769105691057,"F",0.14,8,"jan","sput","2013-05-07",2.223134839,"2016-01-15",3.776,4.2,5,40,"2018-01-25",NA,3.34857723577236,7,"2016-11-03",2,9,"11/24/16",546.242,13,2654.761497,"","jan",0.02,0,0.00333333333333333,0.38,0.303333333333333,0.21,0,0,1,300,0.684,224542994.659615,"hi",2.85483870967742,-0.0763404399357238
"gn","spad","2016-01-21",5.99041752224504,2016,1,"2022-03-05 11:35:00",400,22513.34582,691.95,"F",0.9,28,"jan","spik","2010-01-18",2.258726899,"2016-01-15",18.081,0.1,2,40,"2018-01-16",NA,0.956736353077816,7,"2016-11-03",10,4,"11/18/16",23531.4,6,17789.90846,"","jan",0,0,0,0.243333333333333,0.476666666666667,0.196666666666667,0,2,1,300,0.368,224542994.659615,"hi",2.85483870967742,0.195326597807599
"tws","bike","2016-01-22",6.8062970568104,2016,1,"2022-03-05 14:23:00",401,18478.78862,508.983739837398,"M",0.62,21,"jan","bif","2009-03-26",2.264202601,"2016-01-15",9.975,7.6,14,40,"2018-05-08",NA,1.27564847077042,7,"2016-11-03",5,8,"11/23/16",14485.8,11,15897.14925,"","jan",0.0433333333333333,0,0,0.33,0.39,0.16,0,3,3,300,0.261,238110609.245833,"hi",2.85483870967742,0.0900556781142176
"twn","amos","2016-01-22",5.91101984941821,2016,1,"2022-03-05 15:04:00",402,3726.18364,529.366901535682,"M",1.06,45,"jan","ambe","2010-02-16",2.650239562,"2016-01-15",22.231,12.6,14,40,"2018-05-08",NA,0.595302619692864,7,"2016-11-03",20,9,"11/24/16",6259.31,14,4017.806825,"redo, in singlet, originally in batch 2, run 2","jan",0.0299003322259136,0.00664451827242525,0.0232558139534884,0.408637873754153,0.27906976744186,0.18936877076412,0,0,0,301,0.636,187602350.308333,"hi",2.85483870967742,-0.0861090560672342
"twn","allo","2016-01-25",2.76796714579055,2016,1,"2022-03-05 12:22:00",403,6833.972437,NA,"M",1.3,41,"jan","ambe","2013-04-09",3.394934976,"2016-01-15",NA,NA,NA,NA,NA,NA,0.653380924053143,7,"2016-11-03",20,9,"11/24/16",10459.4,14,5474.341376,"redo, in singlet, originally in batch 2, run 2","jan",0.0598006644518272,0.00996677740863787,0.00332225913621262,0.398671096345515,0.222591362126246,0.209302325581395,0.026578073089701,0,0,301,0.636,187602350.308333,"hi",2.85483870967742,0.259936752904501
"twn","safi","2016-01-25",2.88569472963723,2016,1,"2022-03-05 11:55:00",404,24056.66106,1157.01112195122,"F",1.46,50,"jan","saph","2013-02-25",1.741273101,"2016-01-15",26.994,15,14,80,"2018-05-08",NA,0.535772357723577,7,"2016-11-03",20,9,"11/24/16",44900.9,14,20925.24959,"redo, in singlet, originally in batch 2, run 2","jan",0,0.0233333333333333,0.0266666666666667,0.356666666666667,0.363333333333333,0.16,0,0,0,300,0.818,187602350.308333,"hi",2.85483870967742,0.179448359001007
"twn","onyx","2016-01-25",2.92676249144422,2016,1,"2022-03-05 10:50:00",405,4007.153083,431.162804878049,"M",0.42,12,"jan","opal","2013-02-10",1.631759069,"2016-01-15",9.657,1.4,19,20,"2018-05-16",NA,2.23238482384824,7,"2016-11-03",5,8,"11/23/16",1795.01,11,2907.943997,"","jan",0.0433333333333333,0,0,0.366666666666667,0.28,0.176666666666667,0.05,0,0,300,0.909,187602350.308333,"hi",2.85483870967742,0.108674316899469
"twn","pam","2016-01-25",2.85557837097878,2016,1,"2022-03-05 12:12:00",406,24498.19106,910.727284552846,"F",1.44,50,"jan","park","2013-03-08",1.796030116,"2016-01-15",21.248,6.2,14,80,"2018-05-08",NA,0.535772357723577,7,"2016-11-03",20,9,"11/24/16",45725,14,21605.26903,"redo, in singlet, originally in batch 2, run 2","jan",0.0100334448160535,0.0100334448160535,0.0167224080267559,0.347826086956522,0.297658862876254,0.230769230769231,0,0,0,299,0.091,187602350.308333,"hi",2.85483870967742,0.159448359001007
"twn","keny","2016-01-25",5.9356605065024,2016,1,"2022-03-05 11:40:00",407,9263.463882,660.393008130081,"M",0.44,20,"jan","kayl","2010-02-07",2.453114305,"2016-01-15",12.326,20,19,40,"2018-05-16",NA,1.33943089430894,7,"2016-11-03",5,8,"11/23/16",6915.97,11,10694.70675,"","jan",0.0730897009966777,0,0,0.348837209302326,0.348837209302326,0.159468438538206,0,0,0,301,0.455,187602350.308333,"hi",2.85483870967742,-0.0653181933599386
"tws","peke","2016-01-25",5.04312114989733,2016,1,"2022-03-05 12:10:00",408,8785.673255,281.057249322493,"M",0.42,24,"jan","pans","2010-12-30",2.814510609,"2016-01-15",6.295,0.6,14,40,"2018-05-08",NA,1.11619241192412,7,"2016-11-03",10,4,"11/18/16",7871.11,6,12751.32009,"","jan",0.12,0,0,0.356666666666667,0.26,0.19,0,0,0,300,0.174,238110609.245833,"hi",2.85483870967742,-0.184325460454538
"tws","bong","2016-01-25",2.69952087611225,2016,1,"2022-03-05 09:25:00",409,3655.248674,333.902651113468,"M",0.38,23,"jan","bonn","2013-05-04",1.971252567,"2016-01-15",7.167,10.4,14,40,"2018-05-08",NA,1.16472251679039,7,"2016-11-03",10,4,"11/18/16",3138.3,6,5619.262452,"","jan",0.0733333333333333,0,0,0.353333333333333,0.303333333333333,0.19,0,2,2,300,0.696,238110609.245833,"hi",2.85483870967742,-0.199447955433082
"tws","bike","2016-01-25",6.8062970568104,2016,1,"2022-03-05 10:16:00",410,16502.45833,496.091717479675,"M",0.82,32,"jan","bif","2009-03-26",2.264202601,"2016-01-15",14.815,9.8,14,40,"2018-05-08",NA,0.837144308943089,7,"2016-11-03",10,4,"11/18/16",19712.8,6,16356.97236,"","jan",0.0433333333333333,0,0,0.33,0.39,0.16,0,3,3,300,0.261,238110609.245833,"hi",2.85483870967742,0.0136379814264712
"tws","fris","2016-01-25",6.8829568788501,2016,1,"2022-03-05 08:40:00",411,10992.64238,863.531097560976,"M",0.66,16,"jan","flet","2009-02-26",1.418206708,"2016-01-15",12.894,8.4,14,40,"2018-05-08",NA,1.67428861788618,7,"2016-11-03",5,8,"11/23/16",6565.56,11,6768.560192,"","jan",0.0564784053156146,0.00996677740863787,0,0.538205980066445,0.166112956810631,0.166112956810631,0,0,1,301,0.625,238110609.245833,"hi",2.85483870967742,0.252348399091397
"tws","tatu","2016-01-25",6.87474332648871,2016,1,"2022-03-05 11:06:00",412,1903.273259,342.626422764228,"M",0.06,6,"jan","twin","2009-03-01",2.945927447,"2016-01-15",7.674,5.4,14,10,"2018-05-08",NA,4.46476964769648,7,"2016-11-03",2,9,"11/24/16",426.287,13,4834.14079,"","jan",0.0166666666666667,0,0,0.343333333333333,0.396666666666667,0.18,0,0,0,300,1,238110609.245833,"hi",2.85483870967742,-0.109350571344544
"tws","blas","2016-01-25",3.95071868583162,2016,1,"2022-03-05 11:17:00",413,6009.751296,988.977851021754,"M",0.56,37,"jan","blaz","2012-02-02",1.817932923,"2016-01-15",34.149,4,14,40,"2018-05-08",NA,0.724016699626456,7,"2016-11-03",20,9,"11/24/16",8300.57,14,10085.28896,"redo, in singlet, originally in batch 2, run 2","jan",0.0833333333333333,0.0133333333333333,0.00666666666666667,0.303333333333333,0.326666666666667,0.153333333333333,0,0,0,300,0.13,238110609.245833,"hi",2.85483870967742,-0.375358112767028
"gn","dean","2016-01-26",5.01574264202601,2016,1,"2022-03-05 11:50:00",414,6014.660854,507.304986449864,"M",0.54,30,"jan","desd","2011-01-09",2.302532512,"2016-01-15",14.203,6.1,2,40,"2018-01-16",NA,0.892953929539295,7,"2016-11-03",10,4,"11/18/16",6735.69,6,8487.050528,"","jan",0.0133333333333333,0.0266666666666667,0.00666666666666667,0.4,0.31,0.173333333333333,0,1,4,300,0.211,224542994.659615,"hi",2.85483870967742,-0.215350126052557
"gn","dais","2016-01-26",5.89733059548255,2016,1,"2022-03-05 12:35:00",415,NA,NA,"F",2.14,49,"jan","daff","2010-02-21",1.98220397,"2016-01-15",NA,NA,NA,NA,NA,NA,0.546706487473038,7,"2016-11-03",20,9,"11/24/16",NA,14,NA,"redo, in singlet, originally in batch 2, run 2","jan",0.00333333333333333,0.0366666666666667,0.0466666666666667,0.373333333333333,0.28,0.196666666666667,0,0,2,300,0,224542994.659615,"hi",2.85483870967742,0.886504460317767
"gn","ting","2016-01-26",4.99110198494182,2016,1,"2022-03-05 12:40:00",416,15671.37298,1814.81855571497,"M",0.28,17,"jan","tang","2011-01-18",2.704996578,"2016-01-15",28.792,1.7,4,40,"2018-01-25",NA,1.57580105212817,7,"2016-11-03",5,8,"11/23/16",9945.02,11,24166.62961,"","jan",0.0266666666666667,0.00333333333333333,0.00333333333333333,0.503333333333333,0.19,0.203333333333333,0,0,1,300,0.526,224542994.659615,"hi",2.85483870967742,-0.151942560773631
"twn","kabu","2016-01-26",2.74332648870637,2016,1,"2022-03-05 10:00:00",417,11498.53586,795.047909407665,"F",0.58,28,"jan","kayl","2013-04-18",1.604380561,"2016-01-15",20.775,3.5,14,40,"2018-05-08",NA,0.956736353077816,8,"2016-11-03",10,4,"11/18/16",12018.5,6,14099.07857,"","jan",0.00668896321070234,0.0100334448160535,0.0100334448160535,0.391304347826087,0.297658862876254,0.210702341137124,0,1,0,299,0.455,187602350.308333,"hi",2.85483870967742,-0.124673402192402
"gn","mole","2016-01-26",2.74880219028063,2016,1,"2022-03-05 12:30:00",418,15118.12499,2492.28694404591,"F",0.24,17,"jan","merl","2013-04-16",1.467488022,"2016-01-15",39.54,10.4,5,40,"2018-01-25",NA,1.57580105212817,8,"2016-11-03",5,8,"11/23/16",9593.93,11,27199.05155,"","jan",0.00333333333333333,0,0,0.44,0.236666666666667,0.243333333333333,0,0,1,300,0.737,224542994.659615,"hi",2.85483870967742,-0.191942560773631
"twn","amos","2016-01-26",5.91101984941821,2016,1,"2022-03-05 10:40:00",419,29026.1372,1094.42219512195,"M",1.02,40,"jan","ambe","2010-02-16",2.650239562,"2016-01-15",40.854,1.7,14,40,"2018-05-08",NA,0.669715447154472,8,"2016-11-03",20,2,"11/9/16",43341,2,28911.27284,"","jan",0.0299003322259136,0.00664451827242525,0.0232558139534884,0.408637873754153,0.27906976744186,0.18936877076412,0,0,0,301,0.636,187602350.308333,"hi",2.85483870967742,0.00623872473442466
"gn","spor","2016-01-26",2.35455167693361,2016,1,"2022-03-05 08:55:00",420,4543.90769,858.396612466125,"F",0.34,12,"jan","spik","2013-09-07",2.168377823,"2016-01-15",9.613,11.2,5,40,"2018-01-25",NA,2.23238482384824,8,"2016-11-03",5,8,"11/23/16",2035.45,11,4073.333584,"","jan",0.0133333333333333,0.0166666666666667,0,0.37,0.283333333333333,0.223333333333333,0,0,2,300,0.368,224542994.659615,"hi",2.85483870967742,0.0286743168994686
"gn","pira","2016-01-26",4.96646132785763,2016,1,"2022-03-05 14:30:00",421,10461.44235,477.259522049766,"M",0.68,33,"jan","pinc","2011-01-27",1.35797399,"2016-01-15",14.698,4.3,2,40,"2018-01-16",NA,0.811776299581178,8,"2016-11-03",10,4,"11/18/16",12887.1,6,12894.80391,"","jan",0.05,0,0,0.48,0.243333333333333,0.18,0,0,0,300,0.947,224542994.659615,"hi",2.85483870967742,-0.151993653081821
"tws","boyd","2016-01-27",3.78097193702943,2016,1,"2022-03-05 11:32:00",422,26636.17081,1286.09177958446,"F",1.32,54,"jan","buai","2012-04-04",2.740588638,"2016-01-15",32.406,1.6,14,80,"2018-05-08",NA,0.49608551641072,8,"2016-11-03",20,2,"11/9/16",53692.7,2,27676.41083,"","jan",0.040133779264214,0.020066889632107,0,0.374581939799331,0.25752508361204,0.217391304347826,0,0,1,299,0.217,238110609.245833,"hi",2.85483870967742,-0.069613967918072
"gn","dais","2016-01-27",5.89733059548255,2016,1,"2022-03-05 09:35:00",423,12083.18875,299.155801921656,"F",0.32,22,"jan","daff","2010-02-21",1.98220397,"2016-01-15",6.142,13,2,40,"2018-01-16",NA,1.21766444937177,8,"2016-11-03",10,6,"11/21/16",9923.25,7,21099.512,"","jan",0.00333333333333333,0.0366666666666667,0.0466666666666667,0.373333333333333,0.28,0.196666666666667,0,0,2,300,0,224542994.659615,"hi",2.85483870967742,-0.23465424257683
"gn","dext","2016-01-27",2.81177275838467,2016,1,"2022-03-05 10:53:00",424,11258.58638,308.095894308943,"M",0.6,40,"jan","dj","2013-03-24",1.80698152,"2016-01-15",11.501,1,2,40,"2018-01-16",NA,0.669715447154472,8,"2016-11-03",20,2,"11/9/16",16811,2,19063.85623,"","jan",0.03125,0.003125,0,0.3,0.409375,0.178125,0,0,0,320,0.579,224542994.659615,"hi",2.85483870967742,-0.413761275265575
"tws","brog","2016-01-27",6.99520876112252,2016,1,"2022-03-05 08:30:00",425,30030.99739,681.50243902439,"F",1.36,42,"jan","bow","2009-01-16",2.516084873,"2016-01-15",26.712,6.4,14,40,"2018-05-08",NA,0.637824235385211,8,"2016-11-03",20,2,"11/9/16",47083.5,2,23555.82326,"","jan",0.0366666666666667,0.00666666666666667,0.02,0.373333333333333,0.263333333333333,0.206666666666667,0,1,0,300,0.826,238110609.245833,"hi",2.85483870967742,0.293550988909373
"twn","king","2016-01-27",4.20260095824778,2016,1,"2022-03-05 08:16:00",426,21245.0046,458.388193708024,"M",0.98,46,"jan","kipp","2011-11-02",2.045174538,"2016-01-15",19.678,8.8,14,40,"2018-05-08",NA,0.582361258395193,8,"2016-11-03",20,2,"11/9/16",36480.8,2,25328.3404,"","jan",0.0434782608695652,0,0,0.364548494983278,0.37123745819398,0.157190635451505,0,0,0,299,0.364,187602350.308333,"hi",2.85483870967742,-0.192829988723178
"gn","mayh","2016-01-27",5.83983572895277,2016,1,"2022-03-05 12:03:00",427,7703.736789,NA,"F",0.94,48,"jan","mixu","2010-03-14",2.214921287,"2016-01-15",NA,NA,NA,NA,NA,NA,0.55809620596206,8,"2016-11-03",20,2,"11/9/16",13803.6,2,9991.552361,"","jan",0,0.0367892976588629,0.0468227424749164,0.361204013377926,0.280936454849498,0.150501672240803,0.0635451505016722,1,1,299,0.789,224542994.659615,"hi",2.85483870967742,-0.286523230530678
"tws","burn","2016-01-27",6.87748117727584,2016,1,"2022-03-05 14:50:00",428,22104.25855,467.267395570507,"F",1.26,58,"jan","blaz","2009-02-28",2.247775496,"2016-01-15",25.292,4.9,14,40,"2018-05-08",NA,0.461872722175498,8,"2016-11-03",20,9,"11/24/16",47857.9,14,25843.51304,"redo, in singlet, originally in batch 2, run 2","jan",0.00333333333333333,0.0633333333333333,0.123333333333333,0.33,0.316666666666667,0.11,0,1,2,300,0.13,238110609.245833,"hi",2.85483870967742,-0.240016969480415
"tws","tesl","2016-01-28",2.86926762491444,2016,1,"2022-03-05 12:41:00",429,5279.242164,850.104457527334,"F",0.68,29,"jan","twin","2013-03-03",1.49486653,"2016-01-15",23.007,14.5,14,40,"2018-05-08",NA,0.923745444350995,8,"2016-11-03",10,6,"11/21/16",5715.04,7,5718.456451,"","jan",0.0166666666666667,0.05,0.01,0.33,0.3,0.206666666666667,0,2,1,300,1,238110609.245833,"hi",2.85483870967742,-0.0499698680398772
